image,split,caption
NWPU_18923.jpg,train,The parking lot has lots of cars of different colors .
NWPU_18926.jpg,train,The parking lot has some cars arranged neatly in lines and a lawn is next to the parking lot .
NWPU_18929.jpg,train,The parking lot with lots of cars arranged neatly in lines is surrounded by roads .
NWPU_18931.jpg,train,The parking lot with some cars arranged neatly in lines is surrounded by a green belt .
NWPU_18932.jpg,train,The parking lot has some cars but lots of parking spaces are still empty .
NWPU_18935.jpg,train,The parking lot has lots of parked cars but some parking spaces are still empty .
NWPU_18936.jpg,train,The parking lot has lots of cars arranged neatly in lines and several buildings are next to the parking lot .
NWPU_18939.jpg,train,The parking lot has lots of cars arranged neatly in lines and a park and a orange building are in the parking lot .
NWPU_18942.jpg,train,The parking lot has some parked cars and some makeshift houses are next to the parking lot .
NWPU_18944.jpg,train,The parking lot has lots of cars arranged neatly in lines and a ashen building is next to the parking lot .
NWPU_18945.jpg,train,A parking lot with some neatly arranged cars is along the road .
NWPU_18947.jpg,train,The parking lot has some cars of different colors but lots of parking spaces are still empty .
NWPU_18948.jpg,train,The parking lot has lots of parking spaces are empty and a lawn is next to the parking lot .
NWPU_18950.jpg,train,The parking lot has lots of cars arranged neatly in lines but some parking spaces are still empty .
NWPU_18951.jpg,train,The parking lot has lots of parked cars and several buildings are next to the parking lot .
NWPU_18954.jpg,train,The parking lot with lots of cars arranged neatly in lines is surrounded by several achromatic buildings .
NWPU_18956.jpg,train,The parking lot has lots of cars arranged neatly in lines and a blanched building is next to the parking lot .
NWPU_18957.jpg,train,The parking lot has lots of cars arranged neatly in lines and a achromic building is also in the parking lot .
NWPU_18958.jpg,train,The parking lot has lots of parked cars and a overpass is next to the parking lot .
NWPU_18960.jpg,train,The parking lot with lots of parked cars is surrounded by some buildings .
NWPU_18962.jpg,train,The parking lot with some parked cars is surrounded by some trees .
NWPU_18963.jpg,train,The parking lot has some parked cars of different colors but some parking spaces are still empty .
NWPU_18964.jpg,train,The parking lot has lots of parked cars and some buildings are also in the parking lot .
NWPU_18966.jpg,train,The parking lot with some parked cars is surrounded by roads .
NWPU_18969.jpg,train,The parking lot has lots of cars arranged neatly in lines but lots of parking spaces are still empty .
NWPU_18971.jpg,train,The parking lot with some parked cars is surrounded by some trees and a gray building is next to the parking lot .
NWPU_18975.jpg,train,The parking lot has some cars arranged neatly in lines but some parking spaces are still empty .
NWPU_18976.jpg,train,The parking lot with some parked cars is between a lawn and a doughy white building .
NWPU_18978.jpg,train,The parking lot has lots of parked cars of different colors and some buildings are also in the parking lot .
NWPU_18980.jpg,train,The parking lot has some parked cars and a lawn is next to the parking lot .
NWPU_18981.jpg,train,The parking lot has some parked cars and a colorless building is next to the parking lot .
NWPU_18983.jpg,train,The parking lot has some parked cars of different colors and some trees are next to the parking lot .
NWPU_18984.jpg,train,The parking lot has some cars arranged neatly in lines but lots of parking spaces are still empty .
NWPU_18985.jpg,train,The parking lot has several parked cars and lots of parking spaces are still empty .
NWPU_18986.jpg,train,The parking lot has lots of cars arranged neatly in lines and some roads are next to the parking lot .
NWPU_18989.jpg,train,The parking lot has some cars arranged neatly in lines but lots of parking spaces are still empty .
NWPU_18992.jpg,train,The parking lot has some parked cars of different colors and some trees are next to the parking lot .
NWPU_18993.jpg,train,Some parking lots have some parked cars .
NWPU_18995.jpg,train,The parking lot has some cars arranged neatly in lines and some trees are also in the parking lot .
NWPU_18996.jpg,train,The parking lot has some cars arranged neatly in lines and some trees are also in the parking lot .
NWPU_18997.jpg,train,The parking lot has some parked cars but some parking spaces are still empty .
NWPU_19003.jpg,train,The parking lot with some parked cars is surrounded by some trees .
NWPU_19004.jpg,train,The parking lot has lots of neatly arranged cars .
NWPU_19006.jpg,train,The parking lot has some cars arranged neatly in lines and several buildings are next to the parking lot .
NWPU_19007.jpg,train,The parking lot has lots of parking spaces are empty .
NWPU_19008.jpg,train,The parking lot without cars is surrounded by some trees and some buildings are next to the parking lot .
NWPU_19009.jpg,train,The parking lot has lots of empty parking spaces .
NWPU_19010.jpg,train,The parking lot has lots of parked cars and a white building .
NWPU_19011.jpg,train,The parking lot has some cars arranged neatly in lines but lots of parking spaces are still empty .
NWPU_19012.jpg,train,There are several trees beside the parking lot .
NWPU_19014.jpg,train,The parking lot has lots of neatly arranged cars .
NWPU_19015.jpg,train,The parking lot has several cars but lots of parking spaces are still empty .
NWPU_19016.jpg,train,The parking lot has lots of parked cars of different colors but some parking spaces are still empty .
NWPU_19017.jpg,train,The parking lot has some neatly arranged cars and several buildings are next to the parking lot .
NWPU_19019.jpg,train,The parking lot has lots of empty parking spaces and a lake is next to the parking lot .
NWPU_19022.jpg,train,The parking lot has lots of cars arranged neatly in lines but some parking spaces are still empty .
NWPU_19024.jpg,train,The parking lot with some parked cars of different sizes is surrounded by a wasteland .
NWPU_19028.jpg,train,Some parking lots have lots of cars arranged neatly in lines and several buildings are next to the parking lots .
NWPU_19031.jpg,train,A parking lot has lots of cars arranged neatly in lines is along the road .
NWPU_19035.jpg,train,The parking lot with lots of parked cars is between a forest and a building .
NWPU_19038.jpg,train,The parking lot has several parked cars but some parking spaces are still empty .
NWPU_19040.jpg,train,The parking lot with lots of parked cars is surrounded by some buildings .
NWPU_19041.jpg,train,The parking lot has some cars arranged neatly in lines is surrounded by some trees .
NWPU_19043.jpg,train,The parking lot has some neatly arranged cars and trees and several buildings are next to the parking lot .
NWPU_19044.jpg,train,Some parking lots have lots of parked cars but one of parking lots has lots of empty parking spaces .
NWPU_19046.jpg,train,The parking lot has some cars arranged neatly in lines and some trees are next to the parking lot .
NWPU_19050.jpg,train,The parking lot has some parked cars of different sizes .
NWPU_19056.jpg,train,The parking lot has lots of empty parking spaces .
NWPU_19057.jpg,train,The parking lot has some neatly arranged cars and some trees are next to the parking lot .
NWPU_19060.jpg,train,The parking lot has some neatly arranged cars and a big building is next to the parking lot .
NWPU_19061.jpg,train,Some parking lots have lots of parked cars and some buildings are next to the parking lots .
NWPU_19062.jpg,train,The parking lot with lots of empty parking spaces is surrounded by some lawns .
NWPU_19063.jpg,train,The parking lot has lots of neatly arranged cars and some trees are among cars .
NWPU_19064.jpg,train,The two parking lots has lots of neatly arranged cars but lots of parking spaces are still empty .
NWPU_19065.jpg,train,The parking lot with some neatly arranged cars is surrounded by several buildings .
NWPU_19066.jpg,train,The parking lot has some parked cars and some trees .
NWPU_19067.jpg,train,The parking lot has a parked car and lots of parking spaces are still empty .
NWPU_19073.jpg,train,The parking lot with lots of cars arranged neatly in lines is surrounded by roads .
NWPU_19076.jpg,train,The parking lot has lots of cars arranged neatly in lines and the waters is next to the parking lot .
NWPU_19077.jpg,train,The parking lot has lots of empty parking spaces .
NWPU_19080.jpg,train,The parking lot with lots of cars arranged neatly in lines is surrounded by some buildings .
NWPU_19082.jpg,train,The parking lot with some neatly arranged cars is surrounded by several buildings and a grove of trees .
NWPU_19084.jpg,train,The parking lot has some cars arranged neatly in lines and a white building is next to the parking lot .
NWPU_19086.jpg,train,The parking lot has some cars arranged neatly in lines but some parking spaces are still empty .
NWPU_19087.jpg,train,The parking lot with lots of cars arranged neatly in lines is surrounded by roads .
NWPU_19088.jpg,train,The parking lot with lots of cars arranged neatly in lines is surrounded by some buildings .
NWPU_19091.jpg,train,The two parking lots have lots of neatly arranged cars and some lawns are next to the parking lot .
NWPU_19094.jpg,train,The parking lot has lots of empty parking spaces and two white buildings are next to the parking lot .
NWPU_19095.jpg,train,The parking lot has some neatly arranged cars and a white building is next to the parking lot .
NWPU_19102.jpg,train,The parking lot with lots of cars arranged neatly in lines is surrounded by roads .
NWPU_19104.jpg,train,The parking lot has some neatly arranged cars and some trees are next to the parking lot .
NWPU_19105.jpg,train,The parking lot has some neatly arranged cars and some trees are next to the parking lot .
NWPU_19109.jpg,train,The parking lot with some neatly arranged cars is surrounded by some trees .
NWPU_19111.jpg,train,The parking lot has some neatly arranged cars and trees and a building is next to the parking lot .
NWPU_19113.jpg,train,The parking lot has lots of neatly arranged cars and some trees are among cars .
NWPU_19114.jpg,train,The parking lot with some neatly arranged cars of different colors is surrounded by some buildings .
NWPU_19116.jpg,train,The parking lot with some cars arranged neatly in lines is surrounded by a lawn .
NWPU_19119.jpg,train,The parking lot has some parked cars and a white building is also in the parking lot .
NWPU_19120.jpg,train,The parking lot with some parked cars is surrounded by some trees .
NWPU_19124.jpg,train,The parking lot has some neatly arranged cars and some trees are next to the parking lot .
NWPU_19125.jpg,train,The parking lot has lots of neatly arranged cars .
NWPU_19126.jpg,train,The parking lot has some cars arranged neatly in lines but some parking spaces are still empty .
NWPU_19129.jpg,train,The three parking lots have lots of neatly arranged cars and some buildings are next to the parking lots .
NWPU_19134.jpg,train,The parking lot has some cars arranged neatly in lines and a building is also in the parking lot .
NWPU_19136.jpg,train,The parking lot has some parked cars and some trees are next to the parking lot .
NWPU_19137.jpg,train,The two parking lots has lots of neatly arranged cars and some trees .
NWPU_19139.jpg,train,"The parking lot has lots of cars arranged neatly in lines, Some trees and a brown buildings ."
NWPU_19142.jpg,train,The parking lot has lots of empty parking spaces .
NWPU_19145.jpg,train,The parking lot has lots of empty parking spaces and a makeshift house .
NWPU_19149.jpg,train,The parking lot has several parked cars and trees but lots of parking spaces are still empty .
NWPU_19150.jpg,train,The parking lot has lots of cars arranged neatly in lines is surrounded by lawn .
NWPU_19154.jpg,train,The parking lot has some cars arranged neatly in lines and some trees .
NWPU_19157.jpg,train,The parking lot has some cars arranged neatly in lines is surrounded by some buildings .
NWPU_19159.jpg,train,The parking lot has some parked cars of different colors and a makeshift house is also in the parking lot .
NWPU_19165.jpg,train,The parking lot has lots of neatly arranged cars of different colors and some buildings are next to the parking lot .
NWPU_19174.jpg,train,The parking lot has some parked cars of different colors and a white building is next to the parking lot .
NWPU_19175.jpg,train,The parking lot has some cars of different colors is between some trees and buildings .
NWPU_19177.jpg,train,The parking lot with some cars arranged neatly in lines is surrounded by green belts .
NWPU_19178.jpg,train,The parking lot with lots of cars arranged neatly in lines is surrounded by green areas .
NWPU_19179.jpg,train,The parking lot has lots of cars arranged neatly in lines and several buildings are next to the parking lot .
NWPU_19180.jpg,train,The parking lot has some cars arranged neatly in lines and some trees are next to the parking lot .
NWPU_19181.jpg,train,The parking lot has lots of empty parking spaces but lots of cars are in the next parking lot .
NWPU_19182.jpg,train,The parking lot has some parked cars of different colors and some trees are next to the parking lot .
NWPU_19185.jpg,train,The parking lot has some neatly arranged cars is surrounded by some trees and some buildings are next to the parking lot .
NWPU_19187.jpg,train,The parking lot has some neatly arranged cars is surrounded by some trees .
NWPU_19192.jpg,train,The parking lot has lots of neatly arranged cars and a building is next to the parking lot .
NWPU_19193.jpg,train,The parking lot has two parked cars and some trees but lots of parking spaces are still empty .
NWPU_19194.jpg,train,The parking lot has lots of cars arranged neatly in lines and some buildings are surrounded by the parking lot .
NWPU_19195.jpg,train,The parking lot has lots of neatly arranged cars and some trees .
NWPU_19196.jpg,train,The parking lot has some neatly arranged cars of different colors and some trees are among cars .
NWPU_19200.jpg,train,The parking lot has lots of neatly arranged cars and a building is surrounded by the parking lot .
NWPU_19203.jpg,train,The parking lot has some parked cars of different colors but some parking spaces are still empty .
NWPU_19204.jpg,train,The two parking lots have lots of cars arranged neatly in lines and some roads are between the two parking lots .
NWPU_19205.jpg,train,The parking lot has some neatly arranged cars of different colors and a green area is next to the parking lot .
NWPU_19207.jpg,train,The parking lot with some neatly arranged cars is surrounded by some trees and a building .
NWPU_19209.jpg,train,The parking lot with some parked cars is surrounded by some trees .
NWPU_19213.jpg,train,The parking lot has some parked cars and three buildings are also in the parking lot .
NWPU_19214.jpg,train,The parking lot has some parked cars and trucks .
NWPU_19215.jpg,train,The parking lot has lots of parked cars and some trees and some buildings are next to the parking lot .
NWPU_19216.jpg,train,The parking lot has some parked cars of different colors and some buildings are next to the parking lot .
NWPU_19217.jpg,train,The parking lot with lots of cars arranged neatly in lines is between some buildings .
NWPU_19220.jpg,train,The parking lot has two parked cars but lots of parking spaces are still empty .
NWPU_19223.jpg,train,Some parking lots has lots of cars arranged neatly in lines and a white building is surrounded by parking lots .
NWPU_19229.jpg,train,The parking lot has lots of neatly arranged cars of different colors and a building is next to the parking lot .
NWPU_19230.jpg,train,The parking lot has lots of cars arranged neatly in lines and a gray striped building is also in the parking lot .
NWPU_19232.jpg,train,The parking lot has some cars arranged neatly in lines and a grove of trees is next to the parking lot .
NWPU_19234.jpg,train,The parking lot has some cars arranged neatly in lines and a green belt is next to the parking lot .
NWPU_19235.jpg,train,Some parking lots with lots of parked cars are surrounded by some forests .
NWPU_19236.jpg,train,The parking lot with lots of cars arranged neatly in lines is surrounded by a forest .
NWPU_19238.jpg,train,The parking lot has lots of cars arranged neatly in lines and a building is also in the parking lot .
NWPU_19245.jpg,train,The parking lot has some cars arranged neatly in lines and a white building is next to the parking lot .
NWPU_19248.jpg,train,The parking lot has lots of neatly arranged cars and a building is also in the parking lot .
NWPU_19249.jpg,train,The parking lot has some parked cars and a white building is next to the parking lot .
NWPU_19252.jpg,train,The parking lot has lots of cars arranged neatly in lines and a forest is next to the parking lot .
NWPU_19255.jpg,train,The parking lot has lots of cars arranged neatly in lines and a white building is next to the parking lot .
NWPU_19258.jpg,train,The parking lot has some cars arranged neatly in lines but lots of parking spaces are still empty .
NWPU_19259.jpg,train,The parking lot has some parked cars of different sizes .
NWPU_19260.jpg,train,Some parking lots has lots of neatly arranged cars and some buildings are also in the parking lots .
NWPU_19261.jpg,train,The parking lot is surrounded by some buildings and two badminton courts .
NWPU_19262.jpg,train,The parking lot with lots of cars arranged neatly in lines is between some buildings .
NWPU_19264.jpg,train,The two parking lots has lots of neatly arranged cars but one of parking lots has lots of empty parking spaces .
NWPU_19268.jpg,train,The parking lot has some neatly arranged cars but lots of parking spaces are still empty .
NWPU_19272.jpg,train,The parking lot has lots of empty parking spaces and some makeshift houses .
NWPU_19273.jpg,train,The parking lot has some parked cars of different colors and some buildings are next to the parking lot .
NWPU_19274.jpg,train,The parking lot with some neatly arranged cars is between buildings .
NWPU_19276.jpg,train,The parking lot with lots of cars arranged neatly in lines is surrounded by green belts .
NWPU_19279.jpg,train,The parking lot with lots of cars arranged neatly in lines is between some buildings .
NWPU_19281.jpg,train,The parking lot with some neatly arranged cars is surrounded by some trees .
NWPU_19283.jpg,train,The parking lot has some parked cars of different colors and cars .
NWPU_19284.jpg,train,The parking lot has lots of neatly arranged cars .
NWPU_19285.jpg,train,The two parking lots has lots of neatly arranged cars but one of parking lots has lots of empty parking spaces .
NWPU_19286.jpg,train,The parking lot has lots of neatly arranged cars and some cars are parked on the top of the white buildings .
NWPU_19293.jpg,train,The parking lot has some parked cars and some trees are among cars .
NWPU_19295.jpg,train,The parking lot has lots of parked cars of different colors but some parking spaces are still empty .
NWPU_19302.jpg,train,The parking lot with lots of cars arranged neatly in lines is surrounded by a park and a building .
NWPU_19305.jpg,train,The parking lot has lots of neatly arranged cars and some cars are parked on the top of the buildings .
NWPU_19311.jpg,train,The parking lot has lots of cars arranged neatly in lines is surrounded by lots of trees .
NWPU_19313.jpg,train,The parking lot with lots of neatly arranged cars is surrounded by roads .
NWPU_19316.jpg,train,The parking lot with some neatly arranged cars is surrounded by some trees .
NWPU_19318.jpg,train,The parking lot with lots of cars arranged neatly in lines is surrounded by some trees .
NWPU_19319.jpg,train,The parking lot with some neatly arranged cars is surrounded by some trees .
NWPU_19321.jpg,train,The two parking lots have lots of neatly arranged cars but one of parking lots has lots of empty parking spaces .
NWPU_19322.jpg,train,The parking lot has lots of neatly arranged cars and some white buildings are surrounded by the parking lot .
NWPU_19323.jpg,train,The parking lot has some cars arranged neatly in lines and a white makeshift house is next to the parking lot .
NWPU_19330.jpg,train,The parking lot with some neatly arranged cars is surrounded by some trees and a building .
NWPU_19334.jpg,train,"The parking lot has some neatly arranged cars, Trees and a white building ."
NWPU_19336.jpg,train,The parking lot has lots of cars and some buildings are next to the parking lot .
NWPU_19340.jpg,train,The parking lot with some neatly arranged cars is surrounded by some trees .
NWPU_19345.jpg,train,The parking lot has some cars arranged neatly in lines and a grove of trees is next to the parking lot .
NWPU_19347.jpg,train,The parking lot with lots of empty parking spaces is surrounded by a lawn .
NWPU_19348.jpg,train,The parking lot has some parked cars of different colors and sizes .
NWPU_19350.jpg,train,The two parking lots have some cars arranged neatly in lines .
NWPU_19352.jpg,train,The parking lot has lots of cars arranged neatly in lines and a white building is next to the parking lot .
NWPU_19353.jpg,train,The parking lot has some cars arranged neatly in lines and a white building is next to the parking lot .
NWPU_19355.jpg,train,The parking lot has lots of cars arranged neatly in lines and a white building is next to the parking lot .
NWPU_19359.jpg,train,The parking lot has lots of empty parking spaces .
NWPU_19360.jpg,train,The parking lot with some neatly arranged cars of different colors is surrounded by some buildings .
NWPU_19365.jpg,train,The parking lot has lots of empty parking spaces .
NWPU_19366.jpg,train,The parking lot with lots of neatly arranged cars is surrounded by a forest .
NWPU_19368.jpg,train,The parking lot with lots of cars arranged neatly in lines is surrounded by a green belt .
NWPU_19371.jpg,train,The parking lot with some neatly arranged cars is surrounded by some trees .
NWPU_19372.jpg,train,The parking lot with lots of cars arranged neatly in lines is surrounded by some trees .
NWPU_19374.jpg,train,The parking lot has some neatly arranged cars of different colors but lots of parking spaces are still empty .
NWPU_19375.jpg,train,The parking lot with some cars arranged neatly in lines is surrounded by roads .
NWPU_19376.jpg,train,The parking lot has lots of cars arranged neatly in lines and a park is next to the parking lot .
NWPU_19377.jpg,train,The parking lot has lots of cars arranged neatly in lines but lots of parking spaces are still empty .
NWPU_19378.jpg,train,"The parking lot has lots of cars arranged neatly in lines, Some trees and a brown buildings ."
NWPU_19379.jpg,train,The parking lot has lots of empty parking spaces .
NWPU_19388.jpg,train,The parking lot with some cars arranged neatly in lines is between some buildings and a forest .
NWPU_19390.jpg,train,The two parking lots have lots of cars arranged neatly in lines .
NWPU_19393.jpg,train,The parking lot has lots of parked cars and a building is also in the parking lot .
NWPU_19394.jpg,train,A parking lot has lots of cars arranged neatly in lines but lots of empty parking spaces are in the next parking lot .
NWPU_19395.jpg,train,The parking lot with lots of cars arranged neatly in lines is surrounded by a green belt .
NWPU_19402.jpg,train,The parking lot has lots of cars arranged neatly in lines and a white building is also in the parking lot .
NWPU_19403.jpg,train,The parking lot has some cars arranged neatly in lines and a white building is next to the parking lot .
NWPU_19405.jpg,train,The parking lot has some neatly arranged cars of different colors and several buildings are next to the parking lot .
NWPU_19406.jpg,train,The parking lot has some neatly arranged cars and several orange buildings are next to the parking lot .
NWPU_19409.jpg,train,The parking lot has lots of empty parking spaces .
NWPU_19411.jpg,train,The parking lot with some neatly arranged cars of different colors is surrounded by several buildings .
NWPU_19420.jpg,train,The parking lot has lots of empty parking spaces .
NWPU_19422.jpg,train,The parking lot with some cars arranged neatly in lines is between some trees and a white building .
NWPU_19426.jpg,train,Some parking lots have some neatly arranged cars and trees .
NWPU_19427.jpg,train,The parking lot with some neatly arranged cars is surrounded by some trees and buildings .
NWPU_19428.jpg,train,The parking lot has some parked cars of different colors and some trees are among cars .
NWPU_19429.jpg,train,The parking lot has some neatly arranged cars of different colors and a grove of trees is next to the parking lot .
NWPU_19433.jpg,train,Some parking lots have some neatly arranged cars and some buildings are next to the parking lots .
NWPU_19437.jpg,train,The parking lot has lots of cars arranged neatly in lines and a square is also in the parking lot .
NWPU_19442.jpg,train,The parking lot has some cars of different sizes .
NWPU_19444.jpg,train,The parking lot has lots of neatly arranged cars but lots of parking spaces are still empty .
NWPU_19447.jpg,train,The parking lot with some neatly arranged cars of different colors is surrounded by some trees .
NWPU_19448.jpg,train,The parking lot with some parked cars is surrounded by some buildings and trees .
NWPU_19450.jpg,train,The parking lot has a parked car but lots of parking spaces are still empty .
NWPU_19451.jpg,train,The parking lot with some parked cars is surrounded by some buildings .
NWPU_19453.jpg,train,"The parking lot has some parked cars, Trees and buildings ."
NWPU_19455.jpg,train,The parking lot has lots of neatly arranged cars and a clearing is next to the parking lot .
NWPU_19457.jpg,train,The parking lot has some parked cars and makeshift houses but lots of parking spaces are still empty .
NWPU_19600.jpg,train,These railways are between a green area and some houses and some trees are between the railways .
NWPU_19601.jpg,train,These railways have a factory on one side of the railways and some trees are between the railways  .
NWPU_19602.jpg,train,These railways are between a green area and some houses and some trees are between the railways .
NWPU_19603.jpg,train,The railway with a branch goes through the industrial area .
NWPU_19605.jpg,train,These railways are flanked by some houses .
NWPU_19609.jpg,train,These railways have lots of trains of different colors on the tracks .
NWPU_19610.jpg,train,These railways have green belts on either side .
NWPU_19611.jpg,train,These railways have a train on the track and some trees and houses are on both sides of the railways .
NWPU_19614.jpg,train,These railways are between a forest and some houses and a train is on one railway .
NWPU_19616.jpg,train,These railways have a factory on one side of the railways and some trees are between the railways .
NWPU_19617.jpg,train,These railways go through the industrial area .
NWPU_19618.jpg,train,"These railways are rimed by some buildings, Parking lots and green space ."
NWPU_19619.jpg,train,These railways go through the wasteland and a building is on one side of the railways .
NWPU_19620.jpg,train,These railways have lots of trains of different colors on the tracks .
NWPU_19621.jpg,train,These railways have some trains on the tracks and some trees are on one side of the railways .
NWPU_19628.jpg,train,These railways have a train on the track have a green belt on one side of the railways .
NWPU_19629.jpg,train,These staggered railways are flanked by some trees .
NWPU_19630.jpg,train,These interlaced railways have a train on the track .
NWPU_19631.jpg,train,These railways are between some trees and buildings .
NWPU_19632.jpg,train,The railway is between a parking lot and a clearing and a road is also next to the railway .
NWPU_19633.jpg,train,These railways have some trains on the tracks and a wasteland is on one side of the railways .
NWPU_19634.jpg,train,These railways have some buildings on one side of the railways .
NWPU_19635.jpg,train,These railways have some trains on the tracks and a white building is on one side of the railways .
NWPU_19636.jpg,train,These criss-crossed railways are flanked by some buildings .
NWPU_19637.jpg,train,These railways have an orange building on one side of the railways .
NWPU_19639.jpg,train,These railways are between some buildings and parking lots and some trains are on the railways .
NWPU_19640.jpg,train,The railway has a residential area on one side of the railway .
NWPU_19641.jpg,train,These staggered railways have some buildings on one side of the railways .
NWPU_19642.jpg,train,The railway is flanked by some trees and buildings .
NWPU_19643.jpg,train,The two railway go through the waters and the field and a blue makeshift house is next to the railways .
NWPU_19644.jpg,train,These staggered railways have some trains on the tracks .
NWPU_19645.jpg,train,These railways have lots of trains of different colors on the tracks .
NWPU_19646.jpg,train,These railways are flanked by some trees .
NWPU_19647.jpg,train,These railways are flanked by some lawns and buildings .
NWPU_19648.jpg,train,These railways are between the wasteland and a industrial area .
NWPU_19649.jpg,train,These railways are flanked by some trees and buildings .
NWPU_19651.jpg,train,These railways have some trains on the tracks and some houses are on one side of the railways .
NWPU_19652.jpg,train,These staggered railways have a train on the track .
NWPU_19653.jpg,train,These railways have a train on the track and a residential area is on one side of the railways .
NWPU_19654.jpg,train,These railways are flanked by some trees and buildings and two trains are on the railways .
NWPU_19655.jpg,train,These railways are flanked by some houses .
NWPU_19658.jpg,train,These railways are between the wasteland and a residential area and a white train is on the railway .
NWPU_19660.jpg,train,These railways are between a residential area and some fields .
NWPU_19661.jpg,train,These railways are flanked by some trees .
NWPU_19662.jpg,train,These railways have some trains on the tracks and an overpass is over the tracks .
NWPU_19664.jpg,train,These railways are between the green belts and a clearing .
NWPU_19665.jpg,train,These railways have a train on the track and some buildings are on one side of the railways .
NWPU_19666.jpg,train,These railways are between a grove of trees and a residential area .
NWPU_19667.jpg,train,These railways are between some buildings and a road .
NWPU_19668.jpg,train,These railways are between the wasteland and some white buildings .
NWPU_19670.jpg,train,These railways go through the wasteland .
NWPU_19671.jpg,train,These railways have lots of trains of different colors on the tracks .
NWPU_19672.jpg,train,These railways have some trains on the tracks and a parking lot is on one side of the railways .
NWPU_19674.jpg,train,These railways are flanked by some buildings and fields .
NWPU_19675.jpg,train,These staggered railways have a train on the track and a parking lot is on one side of the railways .
NWPU_19677.jpg,train,These railways have some trains different colors on the tracks .
NWPU_19678.jpg,train,These railways have some buildings on one side of the railways .
NWPU_19681.jpg,train,These staggered railways have some trains on the tracks and some buildings are on one side of the railways .
NWPU_19682.jpg,train,These railways have some makeshift houses on one side of the railways .
NWPU_19683.jpg,train,These railways have some trees on one side of the railways and a train is on one railway .
NWPU_19684.jpg,train,These railways have a forest on one side of the railways .
NWPU_19688.jpg,train,These railways have lots of trains of different colors on the tracks and a forest is on one side of the railways .
NWPU_19689.jpg,train,These railways are between a residential area and a big gray building .
NWPU_19690.jpg,train,These railways have some trains on the tracks and a industrial area is on one side of the railways .
NWPU_19691.jpg,train,The railway go through a forest and a road is under the railway .
NWPU_19692.jpg,train,These railways are between the a parking lot and a field and a road is on one side of the railways .
NWPU_19693.jpg,train,These staggered railways go through the green belt .
NWPU_19696.jpg,train,These railways go through the block and two trains are on the railways .
NWPU_19697.jpg,train,These railways have lots of trains of different colors on the tracks .
NWPU_19699.jpg,train,These railways are between some buildings and a parking lot .
NWPU_19700.jpg,train,These railways goes through a forest .
NWPU_19701.jpg,train,These railways are between a road and a gray building and a train is on one railway .
NWPU_19705.jpg,train,These railways go through the clearing and some makeshift houses are on one side of the railways .
NWPU_19706.jpg,train,These staggered railways go through the green belt .
NWPU_19708.jpg,train,These railways go through a industrial area and lots of trains are on the railways .
NWPU_19710.jpg,train,These railways are flanked by some houses .
NWPU_19711.jpg,train,These railways have some buildings on one side of the railways .
NWPU_19713.jpg,train,These railways are flanked by some buildings and two trains are on the railways .
NWPU_19714.jpg,train,These railways go through the block and a building is on one side of the railways .
NWPU_19717.jpg,train,These railways goes through a forest .
NWPU_19719.jpg,train,These railways have a train on the track and some makeshift houses are between the railways .
NWPU_19720.jpg,train,These railways are between a residential area and a grove of trees .
NWPU_19721.jpg,train,These railways are flanked by some buildings and parking lots and some trains are on the railways .
NWPU_19725.jpg,train,"These railways have a clearing, Some trees and buildings on one side of the railways ."
NWPU_19729.jpg,train,These railways have some container and a building on one side of the railways .
NWPU_19732.jpg,train,These railways have some gray buildings on one side of the railways .
NWPU_19735.jpg,train,These railways go through a block and some roads and a river are under the railway .
NWPU_19736.jpg,train,These railways are between some buildings and houses .
NWPU_19739.jpg,train,These railways have lots of trains on the tracks and some buildings are on one side of the railways .
NWPU_19740.jpg,train,These railways are between some houses and a parking lot .
NWPU_19741.jpg,train,These staggered railways are between a clearing and a river .
NWPU_19742.jpg,train,These railways go through a residential area and an overpass is over the tracks .
NWPU_19743.jpg,train,These railways have some high-rise buildings on one side of the railways .
NWPU_19745.jpg,train,These railways have some trains on the tracks and an overpass is over the tracks .
NWPU_19746.jpg,train,These railways are flanked by some houses and a train is on one railway .
NWPU_19747.jpg,train,These railways are between some buildings and houses .
NWPU_19749.jpg,train,These staggered railways go through a forest .
NWPU_19750.jpg,train,These railways are between some buildings and a road .
NWPU_19751.jpg,train,These staggered railways have a brown building on one side of the railways .
NWPU_19752.jpg,train,These railways go through a clearing and a train is on one railway .
NWPU_19755.jpg,train,These railways go through a residential area and an overpass is over the tracks .
NWPU_19756.jpg,train,These railways go through a residential area and some trains are on the railways .
NWPU_19757.jpg,train,These staggered railways are between a parking lot and a brown building .
NWPU_19758.jpg,train,These railways have a grove of trees on one side of the railways and a train is on one railway .
NWPU_19759.jpg,train,These railways have a green belt on one side of the railways and a clearing is between the railways .
NWPU_19760.jpg,train,These railways are flanked by some houses and green belts .
NWPU_19763.jpg,train,These railways go through a residential area and a grove of trees is on one side of the railways .
NWPU_19764.jpg,train,These railways are flanked by green belts .
NWPU_19765.jpg,train,These railways go through the clearing and some houses are on one side of the railways .
NWPU_19768.jpg,train,These railways are flanked by some buildings and roads .
NWPU_19769.jpg,train,These railways are flanked by some trees and buildings and a parking lot is on one side of the railways .
NWPU_19770.jpg,train,These railways are flanked by green belts and a clearing is on one side of the railways .
NWPU_19771.jpg,train,These staggered railways have some houses of different sizes on one side of the railways .
