source,split,image,caption_1,caption_2,caption_3,caption_4,caption_5
NWPU,train,NWPU_5420.jpg,Several dark green circular or fan-shaped farmlands with different radii are surrounded by other farmlands that grows other crops .,Round fields are the same size .,More than ten neatly arranged green circular farmlands with incomplete gardens and semicircles .,There are some green circle farmland and bare square farmland .,There are some green circular farmlands arranged neatly .
NWPU,train,NWPU_5421.jpg,Several dark green circular farmlands and a khaki circular farmlands are neatly arranged on the ground .,Three round fields are only half green .,Five neatly arranged circular farmland mixed with green and tan .,There are some bare circle farmland and green circle farmland .,There are some circular farmlands of the same size arranged neatly .
NWPU,train,NWPU_5422.jpg,Several dark green circular farmlands are on the ground and some other shapes of farmlands beside .,More than twenty round farms of the same size are neatly arranged .,Four neatly arranged circular green fields .,There are some green circle farmland and square farmland .,There are several green circular farmlands of the same size .
NWPU,train,NWPU_5423.jpg,Several khaki circular farmlands are surrounded by some square farmlands .,Most round fields are green .,Eight green and tan mixed circular farmland of different sizes .,There are some bare circle farmland and green square farmland .,There are some circular farmlands of the same size .
NWPU,train,NWPU_5424.jpg,Three green circular farmlands are next to some square farmlands .,The circular farmland is mainly on the left .,"Three neatly arranged circular farmland mixed with dark green and light green, .",There are some green circle farmland and square farmland .,There are several circular farmlands and rectangle farmlands arranged neatly .
NWPU,train,NWPU_5425.jpg,Several khaki circular farmlands are surrounded by other farmlands that grows other crops .,The round farmland is large .,Several neatly arranged circular farmlands with a light circle of pale yellowish and green .,There are some bare circle farmland in the green land .,There are several circular farmlands and rectangle farmlands arranged neatly .
NWPU,train,NWPU_5426.jpg,A circular farmland and a fan-shaped farmland are on the wasteland .,There is no circular field in the lower right corner .,A tan half park and a tan circular farmland .,There are some bare circle farmland in the green land .,There are two circular farmlands with some rectangle farmlands around .
NWPU,train,NWPU_5427.jpg,Several dark green circular farmlands are neatly arranged on the wasteland .,Round fields are not the same color .,Few pieces of circular green farmland .,Some green circle farmland are in the bare land .,There are several green circular farmlands arranged neatly .
NWPU,train,NWPU_5428.jpg,Several dark green circular farmlands and a khaki circular farmlands are surrounded by other farmlands that grows other crops .,There is no circular farmland in the upper left corner .,Several neatly arranged circular farmland mixed with green and tan .,There are some bare circle farmland and green circle farmland .,There are some circular farmlands of the same size arranged neatly .
NWPU,train,NWPU_5429.jpg,Four dark green circular farmlands are neatly arranged on the wasteland .,There are many open Spaces .,"Four neatly arranged circular farmland mixed with dark green and light green, .",Some green circle farmland are in the bare land .,There are four green circular farmlands of the same size .
NWPU,train,NWPU_5430.jpg,Several dark green circular farmlands are on the ground and some churches are on the ground .,There is some open space in the picture .,Five neatly arranged circular green fields .,There are some green circle farmland in the green land .,There are some green circular farmlands of different sizes .
NWPU,train,NWPU_5431.jpg,Several dark green circular or fan-shaped farmlands with different radii are surrounded by some square farmlands .,Only the round farmland is in the upper right corner .,More than ten neatly arranged green and brown mixed circular farmlands with incomplete gardens .,Some green circle farmland are in the bare land .,There are many circular farmlands of the same size and a larger one .
NWPU,train,NWPU_5432.jpg,Many khaki circular farmlands with different radii are neatly arranged on the wasteland .,The circular farmland in the upper left corner is the largest .,Many dense green and tan mixed neatly arranged circular farms of different sizes .,There are some bare circle farmland and green circle farmland .,There are many circular farmlands distributed irregularly .
NWPU,train,NWPU_5433.jpg,Four dark green circular farmlands are surrounded by other farmlands that grows other crops .,There's a circular field with a radius drawn .,Four neatly arranged circular green fields .,Some green circle farmland are in the bare land .,There are four green circular farmlands of the same size next to each other .
NWPU,train,NWPU_5434.jpg,Several dark green circular farmlands and a semi-circular farmlands are on the wasteland .,Only the round field at the top left is green .,Several neatly arranged circular green fields with semicircles .,Some green circle farmland are in the bare land .,There are some green circular farmlands arranged neatly .
NWPU,train,NWPU_5435.jpg,Several dark green circular farmlands are next to some other shapes of farmlands .,There are four round fields .,"Several pieces of circular or approximately green circular fields, Mixed with other fields .",There are some green circle farmland and square farmland .,There are some circular farmlands and rectangle farmlands .
NWPU,train,NWPU_5436.jpg,Three dark green circular farmlands are on the wasteland and some buildings beside .,Round fields are separated by white lines .,Three neatly arranged circular green fields .,Some green circle farmland are in the bare land .,There are three green circular farmlands .
NWPU,train,NWPU_5437.jpg,Many dark green circular farmlands are neatly arranged on the ground and some square farmlands beside .,There are round fields on the right .,"Many dense, Dark green, Light green mixed neatly arranged circular farmland .",There are some green circle farmland and bare square farmland .,There are many circular farmlands distributed irregularly .
NWPU,train,NWPU_5438.jpg,Two khaki circular farmlands and a green circular farmlands are next to the wasteland and some other shapes of farmlands beside .,There are round fields in different areas .,Several green and tan mixed circular fields with semicircles .,There are some green circle farmland and square farmland .,There are circular farmlands beside a wasteland .
NWPU,train,NWPU_5439.jpg,Several dark green circular farmlands with different radii and a semi-circular farmlands are surrounded by wasteland .,There is a large circular field in the upper left corner .,Several circular farms of different sizes mixed with green and khaki .,There are some green circle farmland and square farmland .,There are several circular farmlands of different sizes .
NWPU,train,NWPU_5440.jpg,Several green circular or fan-shaped farmlands are on the ground and some chaparrals beside .,There are many round blue fields .,"Four circular fields with a full circle, A semicircle of mixed green and tan .",Some green circle farmland are in the bare land .,There are four green circular farmlands .
NWPU,train,NWPU_5441.jpg,Several circular farmlands with different colors are on the ground while a village and some roads beside .,The round field is in the square .,Six neatly arranged circular farmlands mixed with light earth yellow and green and brown .,Some green circle farmland are in the bare land .,There are several circular farmlands of the same size .
NWPU,train,NWPU_5442.jpg,Many green circular farmlands are on the wasteland and a river beside .,Circular fields vary in size .,Many dense green and tan mixed neatly arranged circular farms of different sizes .,Some green circle farmland are in the bare land .,There are many cultivated circular farmlands beside a wasteland .
NWPU,train,NWPU_5443.jpg,Several circular farmlands with different colors are on the ground and a road goes through the ground .,Different round fields have different colors .,"A few green, Light brown and earthy yellow circular farmlands with a full circle, Semicircle and large semicircle .",There are some half of green circle farmland in the bare land .,There are some circular farmlands of different sizes .
NWPU,train,NWPU_5444.jpg,Several circular or fan-shaped farmlands are surrounded by some other shapes of farmlands and a river beside .,There are round fields on the right .,"Several pieces of green and tan mixed circular farmland with full circle, Fan shape and large semicircle mixed with other farmland .",There are some green circle farmland and square farmland .,There are some circular farmlands and rectangle farmlands .
NWPU,train,NWPU_5445.jpg,Several circular farmlands with different radii are surrounded by wasteland .,There are round fields in different areas .,Four neatly arranged green and tan mixed circular fields .,There are some bare circle farmland and green circle farmland .,There are two green circular farmlands and a yellow one .
NWPU,train,NWPU_5446.jpg,Several circular farmlands with different colors and radii are surrounded by wasteland .,There is a large circular field in the upper left corner .,A dozen neatly arranged green and ocher circular farmlands of different sizes .,There are some bare circle farmland and green circle farmland .,There are some circular farmlands of different sizes .
NWPU,train,NWPU_5447.jpg,Several circular farmlands with different colors are on the ground .,There are many round blue fields .,"A few green, Light brown and earthy yellow circular farmlands with a full circle, Semicircle and large semicircle .",There are some bare circle farmland and green circle farmland .,There are some circular farmlands of the same size arranged neatly .
NWPU,train,NWPU_5448.jpg,Several dark green circular or fan-shaped farmlands are surrounded by some square farmlands .,The round field is in the square .,More than ten neatly arranged green circular farmlands with incomplete gardens and semicircles .,There are some green circle farmland and square farmland .,There are some cultivated circular farmlands arranged neatly .
NWPU,train,NWPU_5449.jpg,Several dark green circular farmlands are neatly arranged on the wasteland .,Circular fields vary in size .,Dozens of neatly arranged circular green fields .,Some green circle farmland are in the bare land .,There are many green circular farmlands of the same size arranged neatly .
NWPU,train,NWPU_5450.jpg,Several khaki circular farmlands are neatly arranged on the ground .,The circular farmland is divided into different areas .,"Six or seven neatly arranged light earthy circular farmlands, .",There are some bare circle farmland in the green land .,There are some yellow circular farmlands of the same size arranged neatly .
NWPU,train,NWPU_5451.jpg,Several circular or fan-shaped farmlands with different colors and radians are on the ground and a river goes through the ground .,There is only one complete circle of farmland .,"A few green and tan mixed circular farmland with full, Semi, And large semicircles .",There are some green circle farmland and square farmland .,There are some circular farmlands arranged irregularly .
NWPU,train,NWPU_5452.jpg,Several circular farmlands are surrounded by some other shapes of farmlands .,There is only a complete circle of farmland in the lower right corner .,Several green and ocher circular farmland mixed with other farmland .,There are some bare circle farmland and green circle farmland .,There are several circular farmlands among many rectangle farmlands .
NWPU,train,NWPU_5453.jpg,Several green circular farmlands and several khaki circular farmlands are on the wasteland .,There are round fields on the right .,"Several neatly arranged circular farmland with a mix of dark green, Light green and tan, .",There are some bare circle farmland and green circle farmland .,There are several circular farmlands of different colors .
NWPU,train,NWPU_5454.jpg,Several dark green circular farmlands are neatly arranged on the ground .,There are round fields in different areas .,Dozens of neatly arranged circular and green farmlands .,Some green circle farmland are in the bare land .,There are some green circular farmlands of the same size .
NWPU,train,NWPU_5455.jpg,Several dark green circular farmlands with different radii are surrounded by other khaki farmlands that grows other crops .,There is a large circular field in the upper left corner .,"Many dense, Dark green, Light green mixed neatly arranged circular farmland .",There are some green circle farmland and bare square farmland .,There are many green circular farmlands of different sizes .
NWPU,train,NWPU_5456.jpg,Several dark green circular farmlands and several khaki circular farmlands are neatly arranged on the wasteland .,There are many round blue fields .,Four neatly arranged green and tan mixed circular fields .,There are some bare circle farmland and green circle farmland .,There are several circular farmlands of the same size .
NWPU,train,NWPU_5457.jpg,Several dark green circular farmlands are surrounded by some other shapes of farmlands and a village beside .,The round field is in the square .,"Several pieces of circular or approximately green circular fields, Mixed with other fields .",There are some green circle farmland and square farmland .,There are some circular farmlands of the same size and some rectangle farmlands .
NWPU,train,NWPU_5458.jpg,Several khaki circular farmlands and several green circular farmlands are neatly arranged on the wasteland .,Circular fields vary in size .,More than ten neatly arranged green and ocher mixed circular farmlands .,There are some bare circle farmland and green circle farmland .,There are some circular farmlands arranged neatly .
NWPU,train,NWPU_5459.jpg,Several green circular farmlands and a khaki circular farmlands are surrounded by wasteland .,The circular farmland is divided into different areas .,"Eight neatly arranged circular green fields of dark green, Light green and light brown .",Some green circle farmland are in the bare land .,There are some circular farmlands of the same size .
NWPU,train,NWPU_5600.jpg,The cirrus clouds are located above the surface of the sea .,A thick cloud enveloped over the forest .,Large thick white clouds are above the sea-land junction .,The white cloud is above green land and blue sea .,There are large thick white clouds above a shore .
NWPU,train,NWPU_5601.jpg,The altocumulus are located above the green farmland  . ,There is a little thin cloud above the farmland .,White clouds on green field .,The white cloud is above green farmland .,There are sparse white clouds above a green land .
NWPU,train,NWPU_5602.jpg,The cumulus clouds are located above the surface of the sea and the continental slope is under the sea .,A little white cloud floated above the blue figure .,A few thick white clouds on blue sea .,The white cloud is above blue sea .,There are thick white clouds above s blue sea .
NWPU,train,NWPU_5603.jpg,The stratocumulus are located above the surface of the sea .,There is a layer of floating clouds on the sea .,White clouds on blue sea .,The white cloud is above blue sea .,There are a few slices of white clouds above a blue sea .
NWPU,train,NWPU_5604.jpg,The cirrus clouds are located above the land covered by dense vegetation and a blue river .,There is a little thin cloud above the farmland .,Large thick white clouds are above the sea-land junction .,The white cloud is above green land and blue sea .,There are a few slices of white clouds above a green land .
NWPU,train,NWPU_5605.jpg,The cumulus clouds are located above the wasteland and some lakes are in the wasteland .,There is a little thin cloud above the brown farmland .,White clouds on brown earth .,The white cloud is above bare land .,There are a few slices of clouds above brown earth .
NWPU,train,NWPU_5606.jpg,The cirrostratus are located above the sea and the land covered by dense vegetation and some snow on the mountains on the land .,A white cloud floats above the forest and river .,Large thick white clouds are above the sea-land junction .,The white cloud is above green land and blue sea .,Large thick white clouds above a coast .
NWPU,train,NWPU_5607.jpg,The cumulus clouds are located above the wasteland and some vegetation are in the wasteland .,A thin cloud of thin clouds floated in the air .,White clouds on brown ground .,The white cloud is above bare land .,A piece of cloud above a brown land .
NWPU,train,NWPU_5608.jpg,The stratus clouds are located above the surface of the sea .,A thin cloud floats on the sea .,White clouds on blue sea .,The white cloud is above blue sea .,A few pieces of white clouds above a blue sea .
NWPU,train,NWPU_5609.jpg,The altocumulus are located above the sea and the land covered by dense vegetation .,A thin cloud floats on the azure sea .,White clouds on blue sea and green earth .,The white cloud is above green land and blue sea .,A few pieces of white clouds above a coast .
NWPU,train,NWPU_5610.jpg,The stratus clouds are located above the surface of the sea .,A thick white cloud floats on the deep blue sea .,White clouds on blue sea .,The white cloud is above blue sea .,Large thick white clouds above a blue sea .
NWPU,train,NWPU_5611.jpg,The cumulus clouds are located above the khaki farmland .,A large cloud of white clouds floated over the farmland .,A large flock of clouds were lying on the brown fields .,The white cloud is above bare farmland .,A few pieces of white clouds above a brown land .
NWPU,train,NWPU_5612.jpg,The cumulus clouds are located above the land while some ups and downs on the land .,A large cloud of white clouds floated above the hills .,A large white cloud on green mountains .,The white cloud is above green land .,A piece of thick white cloud above a green land .
NWPU,train,NWPU_5613.jpg,The cirrus clouds are located above the land covered by dense vegetation while some ups and downs on the land .,There was a little white cloud floating above the hill .,A few small white clouds on green hills .,The white cloud is above the mountain .,A few pieces of sparse white clouds above a mountain .
NWPU,train,NWPU_5614.jpg,The cirrus clouds and the typhoon are located above the surface of the sea .,There is a thick cloud and a thin cloud on the sea .,A floc and a whirlpool of white clouds on blue sea .,The white cloud is above blue sea .,A few pieces of white clouds above a blue sea .
NWPU,train,NWPU_5615.jpg,The stratus clouds are located above the sea and the land covered by dense vegetation .,A thin cloud floated over the sea .,Thin white clouds shrouded in green spaces and on the sea .,The white cloud is above green land and blue sea .,A few pieces of sparse white clouds above a coast .
NWPU,train,NWPU_5616.jpg,The cumulus clouds are located above the wasteland .,"There were thick clouds in the air, And we could barely see anything on the ground .",Big white clouds on the ground .,The white cloud is above some houses and farmland .,A few pieces of thick white clouds over a brown land .
NWPU,train,NWPU_5617.jpg,The cumulus clouds are located above the farmland and the shadow of the clouds is on the farmland .,A thin cloud floated over the neat farmland .,The clouds are in the air and the clouds are cast on the green fields .,The white cloud is above green farmland .,A sparse white could over a farmland .
NWPU,train,NWPU_5618.jpg,The cumulus clouds are located above the khaki farmland .,There is a little thin cloud above the brown farmland .,White clouds on brown ground .,The white cloud is above bare farmland .,A few pieces of sparse white clouds over a desert .
NWPU,train,NWPU_5619.jpg,The cumulus clouds are located above the khaki farmland .,There is a little thin cloud above the brown farmland ., The clouds are in the air and the clouds are cast on the brown earth .,The white cloud is above bare farmland .,One piece of white cloud over brown farmlands .
NWPU,train,NWPU_5620.jpg,The cumulus clouds are located above the sea and the land covered by dense vegetation .,"At the intersection of vegetation and the ocean, There are several white clouds .",White clouds on blue sea and green earth .,The white cloud is above green land .,A few pieces of white clouds over a coast .
NWPU,train,NWPU_5621.jpg,The stratus clouds are located above the surface of the sea .,"There were deep clouds in the air, And we could barely see anything on the ground .",Large clouds cover the sea .,The white cloud is above land .,Thick white clouds over a blue sea .
NWPU,train,NWPU_5622.jpg,The cumulus clouds are located above the khaki farmland .,There is a heavy cloud above the brown farmland ., The clouds are in the air and the clouds are cast on the brown earth .,The white cloud is above bare farmland .,One piece of white cloud over a brown farmland .
NWPU,train,NWPU_5623.jpg,The stratocumulus are located above the land covered by dense vegetation and some buildings are on the land .,A white cloud floated over the lawn .,White clouds on green earth .,The white cloud is above green land .,A few pieces of white could over a green land .
NWPU,train,NWPU_5624.jpg,The cumulus clouds are located above the land covered by dense vegetation and a lake is on the land .,A few thin white clouds floated over the lawn .,Sparse white clouds on green earth .,The white cloud is above green land .,A few pieces of sparse white clouds over a green land .
NWPU,train,NWPU_5625.jpg,The stratus clouds are located above the land covered by dense vegetation and a river goes the land .,There is a little thin cloud above the farmland .,Sparse white clouds on green earth .,The white cloud is above green land .,A few pieces of white clouds over a green land .
NWPU,train,NWPU_5626.jpg,The cumulus clouds are located above the city and a lake is in the city .,There is a little thin cloud above the brown farmland .,Light white clouds over brown city .,The white cloud is above many buildings .,A few pieces of white clouds over an urban area .
NWPU,train,NWPU_5627.jpg,The stratus clouds are located above the sea and the land covered by dense vegetation .,A white cloud floats above the forest and river .,White clouds on blue sea and green earth .,The white cloud is above green land and blue sea .,A few pieces of condensed white clouds over a coast .
NWPU,train,NWPU_5628.jpg,The stratus clouds are located above the land covered by dense vegetation .,A thin cloud of thin clouds floated in the air .,Large white clouds cover the green earth .,The white cloud is above green land .,Thick white clouds over a green land .
NWPU,train,NWPU_5629.jpg,The cumulus clouds are located above the land covered by dense vegetation while some ups and downs on the land .,A thin cloud floats on the sea .,Sparse white clouds on green hills .,The white cloud is above bare land .,A few sparse white clouds over a mountain .
NWPU,train,NWPU_5630.jpg,The stratus clouds are located above the land covered by spare vegetation .,A thin cloud floats on the azure sea .,Sparse white clouds on green hills .,The white cloud is above bare land .,A few pieces of thick white clouds over a wasteland .
NWPU,train,NWPU_5631.jpg,The stratus clouds are located above the surface of the sea .,A thick white cloud floats on the deep blue sea .,White clouds on blue sea .,The white cloud is above blue sea .,There are white clouds over a blue sea .
NWPU,train,NWPU_5632.jpg,The stratus clouds are located above the surface of the sea .,A large cloud of white clouds floated over the farmland .,White clouds on blue sea .,The white cloud is above land .,There are white clouds over a blue sea .
NWPU,train,NWPU_5633.jpg,The cumulus clouds are located above the wasteland and some lakes in the wasteland .,A large cloud of white clouds floated above the hills .,Sparse white clouds on brown earth .,The white cloud is above bare land .,A few pieces of thick white clouds over a brown land .
NWPU,train,NWPU_5634.jpg,The cumulus clouds are located above the land covered by dense vegetation .,There was a little white cloud floating above the hill .,White clouds on green earth .,The white cloud is above green land .,There are some white clouds over a green land .
NWPU,train,NWPU_5635.jpg,The stratus clouds are located above the sea and the island covered by dense vegetation .,There is a thick cloud and a thin cloud on the sea .,White clouds on blue sea .,The white cloud is above green land and blue sea .,There are some thickened white clouds over a blue sea .
NWPU,train,NWPU_5636.jpg,The stratus clouds are located above the sea and the land covered by dense vegetation .,A thin cloud floated over the sea .,The white clouds cover the sea and only reveal the green earth .,The white cloud is above green land and blue sea .,There are thick white clouds over a coast .
NWPU,train,NWPU_5637.jpg,The cumulus clouds are located above the land covered by dense vegetation .,"There were thick clouds in the air, And we could barely see anything on the ground .",White clouds on green field .,The white cloud is above green land .,A piece of thick white cloud above a green land .
NWPU,train,NWPU_5638.jpg,The stratocumulus are located above the surface of the sea .,A thick cloud enveloped over the forest .,White clouds on blue sea .,The white cloud is above blue sea .,There are some white clouds over a blue sea .
NWPU,train,NWPU_5639.jpg,The cumulus clouds are located above the land covered by dense vegetation and a lake is on the land .,There is a little thin cloud above the farmland .,The clouds are in the air and the clouds are cast on the green fields .,The white cloud is above green land .,There are thick white clouds over a green land .
NWPU,train,NWPU_5640.jpg,The stratus clouds are located above the city and a river goes through the city .,A little white cloud floated above the blue figure .,Large white clouds on green earth .,The white cloud is above many buildings .,A large thick white cloud over a river .
NWPU,train,NWPU_5641.jpg,The stratocumulus are located above the land covered by dense vegetation .,There is a layer of floating clouds on the sea .,Large fluffy white clouds on green earth .,The white cloud is above green land .,There are pieces of white clouds over a green land .
NWPU,train,NWPU_5642.jpg,The stratocumulus are located above the land covered by some vegetation .,There is a little thin cloud above the brown farmland .,Three strips of white clouds are above the green and yellow lands .,The white cloud is above bare and green land .,There are pieces of white clouds over a green land .
NWPU,train,NWPU_5643.jpg,The stratus clouds are located above the land covered by dense vegetation while a lake and a river are on the land .,A white cloud floats above the forest and river .,White clouds on green earth .,The white cloud is above green land and a lake .,There are firm white clouds over a green land .
NWPU,train,NWPU_5644.jpg,The cumulus clouds are located above the city .,A thin cloud of thin clouds floated in the air .,Large group of white clouds over the brown city .,The white cloud is above many buildings .,A large thick white cloud over an urban area .
NWPU,train,NWPU_5645.jpg,The stratus clouds are located above the land covered by dense vegetation and a river goes the land .,A thin cloud floats on the sea .,Thick white clouds cover the green earth .,The white cloud is above green land .,A large thick white cloud over a green land .
NWPU,train,NWPU_5646.jpg,The stratus clouds are located above the green farmland and some rivers go through the farmland .,A thin cloud floats on the azure sea .,White clouds on green earth .,The white cloud is above green land .,One slice of sparse white cloud over a green land .
NWPU,train,NWPU_5647.jpg,The stratus clouds are located above the sea and the land covered by dense vegetation .,A thick white cloud floats on the deep blue sea .,White clouds on blue sea and green earth .,The white cloud is above green land and blue sea .,There are thick white clouds over a coast .
NWPU,train,NWPU_5648.jpg,The stratocumulus are located above the land covered by dense vegetation and some snow on the mountains on the land .,A large cloud of white clouds floated over the farmland .,Sparse white clouds on green hills .,The white cloud is above green land .,There are pieces of white clouds over a green land .
NWPU,train,NWPU_5649.jpg,The cumulus clouds are located above the green farmland .,A large cloud of white clouds floated above the hills .,Sparse white clouds on green fields .,The white cloud is above green farmland .,There are a few sparse white clouds over a green land .
NWPU,train,NWPU_5650.jpg,The stratus clouds are located above the sea and the land covered by dense vegetation .,A thin cloud floats on the azure sea .,Light white clouds floating on green land and blue sea .,The white cloud is above green land and blue river .,A few pieces of sparse white clouds over an island .
NWPU,train,NWPU_5651.jpg,The stratus clouds are located above the surface of the sea .,A thick white cloud floats on the deep blue sea .,White clouds on blue sea .,The white cloud is above blue sea .,Slices of sparse white clouds over a blue sea .
NWPU,train,NWPU_5652.jpg,The stratus clouds and cumulus clouds are located above the land covered by dense vegetation and the wasteland .,A large cloud of white clouds floated over the farmland .,White clouds on the ground where green and yellow intersect .,The white cloud is above bare land .,There are congealed white clouds over a brown land .
NWPU,train,NWPU_5653.jpg,The stratus clouds are located above the sea and the land covered by dense vegetation .,A large cloud of white clouds floated above the hills .,Large white clouds on green land and blue sea .,The white cloud is above green land and blue sea .,There are thick white clouds over a coast .
NWPU,train,NWPU_5654.jpg,The cumulus clouds are located above the land covered by dense vegetation .,There was a little white cloud floating above the hill .,White clouds on green earth .,The white cloud is above green land .,There are pieces of white clouds over a green land .
NWPU,train,NWPU_5655.jpg,The cumulus clouds are located above the land covered by some vegetation and some lakes are on the land .,There is a thick cloud and a thin cloud on the sea .,Small white clouds on green hills .,The white cloud is above the mountain .,There are a few pieces of white clouds over a mountain .
NWPU,train,NWPU_5656.jpg,The cumulus clouds are located above the khaki and green farmland and the shadow of the clouds is on the farmland .,A thin cloud floated over the sea .,The clouds are in the air and the clouds are cast on the green fields .,The white cloud is above bare farmland .,A few pieces of white clouds over some farmlands .
NWPU,train,NWPU_5657.jpg,The stratus clouds are located above the surface of the sea .,"There were thick clouds in the air, And we could barely see anything on the ground .",White clouds on blue sea .,The white cloud is above land .,A few slices of clouds over a blue sea .
NWPU,train,NWPU_5658.jpg,The stratus clouds are located above the land covered by some vegetation while some ups and downs are on the land .,A thin cloud floated over the neat farmland .,Large white clouds on green hills .,The white cloud is above green land .,Thick white clouds over a green land .
NWPU,train,NWPU_5659.jpg,The stratocumulus are located above the land covered by dense vegetation and some lakes are on the land .,A little white cloud floated above the blue figure .,Light white clouds floating on green land and blue sea .,The white cloud is above green land and a lake .,There are a few slices of white clouds over a wetland .
NWPU,train,NWPU_5660.jpg,The cumulus clouds are located above the khaki farmland and the shadow of the clouds is on the farmland .,There is a layer of floating clouds on the sea .,Large white clouds on brown field .,The white cloud is above bare farmland .,A thick white cloud over a brown farmland .
NWPU,train,NWPU_5661.jpg,The stratocumulus are located above the sea and the land covered by vegetation .,There is a little thin cloud above the farmland .,Large white clouds on green land and blue sea .,The white cloud is above green land and a lake .,Slices of white clouds over a coast .
NWPU,train,NWPU_5662.jpg,The stratus clouds are located above the land covered by some vegetation and many small lakes are on the land .,There is a little thin cloud above the brown farmland .,White clouds on green earth .,The white cloud is above green land .,A few slices of clouds over a green land .
NWPU,train,NWPU_5663.jpg,The stratus clouds are located above the wasteland and some rivers go through the wasteland .,A white cloud floats above the forest and river .,Thick white clouds cover the yellow earth .,The white cloud is above bare land .,Large thick white clouds over a wasteland .
NWPU,train,NWPU_5664.jpg,The stratus clouds and cumulus clouds are located above the sea and the island covered by dense vegetation .,A thin cloud of thin clouds floated in the air .,Light white clouds floating on green land and blue sea .,The white cloud is above green land and blue river .,A few pieces of heavy white clouds over an island .
NWPU,train,NWPU_5665.jpg,The stratocumulus are located above the surface of the sea and some islands are at sea .,A thin cloud floats on the sea .,Large fluffy white clouds on green land and blue sea .,The white cloud is above blue sea and green island .,Pieces of white clouds over a blue sea .
NWPU,train,NWPU_5666.jpg,The stratus clouds are located above the land covered by some vegetation and some lakes and rivers are on the land .,A thin cloud floats on the azure sea .,White clouds on green earth .,The white cloud is above bare land .,A few slices of white clouds over a green land .
NWPU,train,NWPU_5667.jpg,The cirrus clouds are located above the land covered by dense vegetation .,A thick white cloud floats on the deep blue sea .,Large fluffy white clouds on green earth .,The white cloud is above green farmland .,Slices of sparse white clouds over a green land .
NWPU,train,NWPU_5668.jpg,The stratus clouds and cumulus clouds are located above the land covered by dense vegetation and the wasteland .,A large cloud of white clouds floated over the farmland .,White clouds on the ground where green and yellow intersect .,The white cloud is above bare and green land .,A few slices of white clouds over a wasteland .
NWPU,train,NWPU_5669.jpg,The stratus clouds are located above the surface of the sea .,A large cloud of white clouds floated above the hills .,White clouds on blue sea .,The white cloud is above blue sea .,Slices of white clouds over a blue sea .
NWPU,train,NWPU_5670.jpg,The cumulus clouds are located above the surface of the sea .,There was a little white cloud floating above the hill .,White clouds on blue sea .,The white cloud is above the farmland .,A few pieces of white clouds over a blue sea .
NWPU,train,NWPU_5671.jpg,The cumulus clouds are located above the sea and the land covered by vegetation while some ups and downs are on the land .,There is a little thin cloud above the brown farmland .,Small white clouds floating on green land and blue sea .,The white cloud is above the mountain .,A few pieces of white clouds over a coast .
NWPU,train,NWPU_5672.jpg,The stratus clouds are located above the land covered by dense vegetation .,A white cloud floats above the forest and river .,Large fluffy white clouds on green earth .,The white cloud is above green land .,There are slices of white clouds over a green land .
NWPU,train,NWPU_5673.jpg,The cumulus clouds are located above the land .,A thin cloud of thin clouds floated in the air .,White clouds on green earth .,The white cloud is above bare land .,There are white clouds over a blue sea .
NWPU,train,NWPU_5674.jpg,The stratus clouds and cumulus clouds are located above the surface of the sea .,A thin cloud floated over the neat farmland .,Large white clouds on blue sea .,The white cloud is above blue sea .,There are sparse white clouds over a blue sea .
NWPU,train,NWPU_5675.jpg,The cumulus clouds are located above the land covered by some vegetation while some ups and downs are on the land .,There is a little thin cloud above the brown farmland .,Large group of white clouds on green hills .,The white cloud is above the mountain .,A thick white cloud over a mountain .
NWPU,train,NWPU_5676.jpg,The altocumulus are located above the land covered by some vegetation while some ups and downs are on the land .,A white cloud floats above the forest and river .,Sparse white clouds on green fields .,The white cloud is above the mountain .,There are many pieces of white clouds over a mountain .
NWPU,train,NWPU_5677.jpg,The stratus clouds and cumulus clouds are located above the sea and the land covered by dense vegetation and some snow on the mountains on the land .,A thin cloud of thin clouds floated in the air .,Large fluffy white clouds on green land and blue sea .,The white cloud is above green land and blue sea .,There are slices of white clouds over a coast .
NWPU,train,NWPU_5678.jpg,The stratus clouds are located above the sea and the land covered by dense vegetation and a island is at sea .,A thin cloud floats on the sea .,Light white clouds floating on green land and blue sea .,The white cloud is above green land and blue sea .,There are slices of sparse clouds over a coast .
NWPU,train,NWPU_5679.jpg,The stratus clouds are located above the sea and the land covered by dense vegetation and some snow on the mountains on the land .,A thin cloud floats on the azure sea .,Large fluffy white clouds on green land and blue sea .,The white cloud is above green land and blue sea .,There are sparse white clouds over a coast .
NWPU,train,NWPU_5680.jpg,The cumulus clouds are located above the land covered by some vegetation .,A thick white cloud floats on the deep blue sea .,White clouds on green earth .,The white cloud is above green land .,There are many pieces of white clouds over a green land .
NWPU,train,NWPU_5681.jpg,The cumulus clouds are located above the land covered by some vegetation and the shadow of the clouds is on the land .,A large cloud of white clouds floated over the farmland .,The clouds are in the air and the clouds are cast on the green fields .,The white cloud is above bare land .,There are a few pieces of white clouds over a brown land .
NWPU,train,NWPU_5682.jpg,The stratus clouds are located above the khaki and green farmland .,There is a little thin cloud above the farmland .,White clouds on brown fields .,The white cloud is above bare farmland .,There are sparse white clouds over many farmlands .
